Datetime Air_Temperature_Tele Relative_humidity_Tele Precipitation_Tele Air_Temperature_Blasedal Relative_humidity_Blasedal WindSpeed_Blasedal Shortwaveradiation_Osterlien Prec_lqd Prec_sld
"19-Jul-2013 00:00:00" 278.94 0.87 0 280.16 0.81 2.05 356.32 0 0
"20-Jul-2013 00:00:00" 282.37 0.75 0 283.36 0.67 2.32 380.77 0 0
"21-Jul-2013 00:00:00" 283.16 0.74 0 284.14 0.6 2.18 380.25 0 0
"22-Jul-2013 00:00:00" 284.13 0.7 0 285.15 0.54 2.4 384.41 0 0
"23-Jul-2013 00:00:00" 283.65 0.71 0 284.56 0.56 2.83 386.14 0 0
"24-Jul-2013 00:00:00" 280.98 0.88 0 281.23 0.8 2.68 372.24 1.85185185185185e-08 0
"25-Jul-2013 00:00:00" 281.14 0.9 0 281.38 0.87 3.73 360.25 1.50462962962963e-08 0
"26-Jul-2013 00:00:00" 281.37 0.97 0 282.31 0.93 2.19 364.81 3.35648148148148e-08 0
"27-Jul-2013 00:00:00" 279.82 0.98 0 279.66 0.99 2.53 359.71 9.25925925925926e-09 0
"28-Jul-2013 00:00:00" 280.12 0.99 0 279.72 1 3.6 358.5 6.01851851851852e-08 0
"29-Jul-2013 00:00:00" 279.85 0.99 0 279.48 0.99 2.26 356.44 4.74537037037037e-08 0
"30-Jul-2013 00:00:00" 282.19 0.86 0 283.64 0.78 5.13 371.01 0 0
"31-Jul-2013 00:00:00" 282.54 0.83 0 283.41 0.79 4.6 366.76 1.09953703703704e-07 0
"01-Aug-2013 00:00:00" 279.88 0.98 0 279.82 0.98 2.53 353.61 1.64351851851852e-07 0
"02-Aug-2013 00:00:00" 281.75 0.92 0 283.51 0.87 1.86 375.34 0 0
"03-Aug-2013 00:00:00" 280.95 0.94 0 282.76 0.89 1.8 373.58 0 0
"04-Aug-2013 00:00:00" 282.28 0.86 0 283.39 0.78 2.06 375.6 0 0
"05-Aug-2013 00:00:00" 282.46 0.86 0 282.51 0.83 1.98 379.77 0 0
"06-Aug-2013 00:00:00" 279.87 0.93 0 279.18 0.97 2.15 353.41 0 0
"07-Aug-2013 00:00:00" 280.75 0.81 0 280.5 0.81 1.92 369.69 0 0
"08-Aug-2013 00:00:00" 281 0.66 0 281.1 0.58 4.13 363.86 0 0
"09-Aug-2013 00:00:00" 280.13 0.86 0 280.13 0.84 2 362.55 9.25925925925926e-09 0
"10-Aug-2013 00:00:00" 280.59 0.9 0 281.06 0.83 1.67 365.43 2.08333333333333e-08 0
"11-Aug-2013 00:00:00" 282.7 0.65 0 282.84 0.57 2.71 367.9 0 0
"12-Aug-2013 00:00:00" 282.7 0.65 0 283.99 0.48 2.03 371.19 0 0
"13-Aug-2013 00:00:00" 280.19 0.83 0 279.54 0.82 2.29 361.08 0 0
"14-Aug-2013 00:00:00" 280.1 0.85 0 278.45 0.92 2 357.03 0 0
"15-Aug-2013 00:00:00" 279.26 0.74 0 277.58 0.81 3.44 342.11 2.31481481481481e-09 0
"16-Aug-2013 00:00:00" 278.27 0.84 0 276.94 0.88 4.38 338.8 2.1412037037037e-07 0
"17-Aug-2013 00:00:00" 278.1 0.75 0 276.97 0.79 6.47 339.4 4.62962962962963e-09 0
"18-Aug-2013 00:00:00" 278.44 0.65 0 276.48 0.75 3.12 343.88 1.15740740740741e-09 0
"19-Aug-2013 00:00:00" 277.21 0.72 0 275.07 0.83 2.81 334.06 4.62962962962963e-09 0
"20-Aug-2013 00:00:00" 277.41 0.71 0 275.33 0.8 3.2 342.77 0 0
"21-Aug-2013 00:00:00" 277.16 0.69 0 275.74 0.74 3.85 339.14 0 0
"22-Aug-2013 00:00:00" 278.97 0.58 0 278.35 0.54 3.7 346.28 0 0
"23-Aug-2013 00:00:00" 279.41 0.65 0 277.95 0.62 2.71 349.11 0 0
"24-Aug-2013 00:00:00" 278.71 0.76 0 277.79 0.73 2.56 344.01 0 0
"25-Aug-2013 00:00:00" 279.03 0.81 0 277.97 0.85 3.25 343.33 2.66203703703704e-08 0
"26-Aug-2013 00:00:00" 278.47 0.79 0 277.23 0.81 3.78 344.64 1.38888888888889e-08 0
"27-Aug-2013 00:00:00" 278.63 0.66 0 277.5 0.66 3.27 343.57 8.10185185185185e-09 0
"28-Aug-2013 00:00:00" 277.62 0.72 0 276 0.79 3.53 341.74 0 0
"29-Aug-2013 00:00:00" 277.75 0.75 0 276.55 0.78 4.75 335.98 0 0
"30-Aug-2013 00:00:00" 278.35 0.74 0 277.54 0.73 5.3 341.99 1.15740740740741e-09 0
"31-Aug-2013 00:00:00" 279.44 0.71 0 278.77 0.71 5.38 347.49 2.19907407407407e-08 0
"01-Sep-2013 00:00:00" 278.09 0.7 0 277.11 0.69 3.88 339.49 1.15740740740741e-09 0
"02-Sep-2013 00:00:00" 277.51 0.82 0 276.25 0.85 3.29 341.3 2.31481481481481e-09 0
"03-Sep-2013 00:00:00" 276.09 0.89 0 274.67 0.94 5.39 327.14 1.44675925925926e-07 0
"04-Sep-2013 00:00:00" 280.01 0.74 0 280.31 0.7 6.04 352.99 0 0
"05-Sep-2013 00:00:00" 280.38 0.78 0 280.51 0.76 3.85 351.3 3.93518518518519e-08 0
"06-Sep-2013 00:00:00" 278.42 0.91 0 277.45 0.94 2.33 341.4 1.26157407407407e-07 0
"07-Sep-2013 00:00:00" 277.56 0.9 0 276.3 0.92 2.68 335.57 9.60648148148148e-08 0
"08-Sep-2013 00:00:00" 278.07 0.9 0 276.92 0.93 1.48 344.45 1.62037037037037e-08 0
"09-Sep-2013 00:00:00" 277.83 0.84 0 276.81 0.87 2.35 339 1.85185185185185e-08 0
"10-Sep-2013 00:00:00" 279.92 0.77 0 279.24 0.79 5.41 345.48 1.09953703703704e-07 0
"11-Sep-2013 00:00:00" 277.57 0.9 0 276.45 0.92 3.7 337.52 9.49074074074074e-08 0
"12-Sep-2013 00:00:00" 275.77 0.69 0 274.3 0.75 3.48 325.97 1.15740740740741e-08 0
"13-Sep-2013 00:00:00" 274.85 0.9 0 273.13 0.96 2.83 320.35 7.17592592592593e-08 0
"14-Sep-2013 00:00:00" 274.92 0.74 0 272.35 0.84 3.5 321.84 0 0
"15-Sep-2013 00:00:00" 275.35 0.71 0 273.67 0.74 5.32 323.19 3.47222222222222e-09 0
"16-Sep-2013 00:00:00" 276.17 0.58 0 274.1 0.6 3.03 324.17 0 0
"17-Sep-2013 00:00:00" 278.89 0.74 0 278.26 0.75 4.06 341.55 8.10185185185185e-09 0
"18-Sep-2013 00:00:00" 278 0.63 0 276.85 0.65 4.06 334.52 0 0
"19-Sep-2013 00:00:00" 276.86 0.72 0 274.92 0.69 2.85 325 0 0
"20-Sep-2013 00:00:00" 276.36 0.71 0 273.84 0.79 2.43 326.03 0 0
"21-Sep-2013 00:00:00" 275.6 0.75 0 274.04 0.81 3 325.33 0 0
"22-Sep-2013 00:00:00" 275.31 0.68 0 273.58 0.75 2.36 325.33 0 0
"23-Sep-2013 00:00:00" 276.79 0.74 0 275.54 0.77 3.32 330.43 4.62962962962963e-09 0
"24-Sep-2013 00:00:00" 276.33 0.94 0 274.82 0.99 1.3 332.4 1.62037037037037e-08 0
"25-Sep-2013 00:00:00" 275.89 0.94 0 274.54 0.99 1.72 330.49 2.19907407407407e-08 0
"26-Sep-2013 00:00:00" 275.31 0.92 0 273.37 0.98 1.92 323.56 0 0
"27-Sep-2013 00:00:00" 274.54 0.7 0 271.68 0.83 2.66 316.39 0 0
"28-Sep-2013 00:00:00" 273.11 0.69 0 271.25 0.78 3.86 312.26 0 0
"29-Sep-2013 00:00:00" 272.2 0.63 0 270.03 0.71 3.08 308.89 0 0
"30-Sep-2013 00:00:00" 275.81 0.66 0 274.78 0.66 3.97 324.46 2.43055555555556e-08 0
"01-Oct-2013 00:00:00" 276.74 0.91 0 275.16 0.96 2.69 329.2 3.47222222222222e-09 0
"02-Oct-2013 00:00:00" 275.72 0.98 0 274.11 1 1.7 327.94 2.31481481481481e-09 0
"03-Oct-2013 00:00:00" 274.49 0.77 0 272.78 0.83 3.05 320.85 0 0
"04-Oct-2013 00:00:00" 273.96 0.75 0 272.24 0.85 1.69 318.05 0 0
"05-Oct-2013 00:00:00" 272.65 0.56 0 269.88 0.69 4.89 307.33 0 0
"06-Oct-2013 00:00:00" 271.74 0.62 0 268.16 0.77 4.02 303.35 0 0
"07-Oct-2013 00:00:00" 270.33 0.73 0 267.95 0.82 4.43 299.4 0 0
"08-Oct-2013 00:00:00" 271.89 0.62 0 269.86 0.62 6.66 303.52 0 0
"09-Oct-2013 00:00:00" 275.94 0.89 0 274.85 0.92 4.95 324.69 8.21759259259259e-08 0
"10-Oct-2013 00:00:00" 274.55 0.84 0 272.89 0.91 4.67 319.57 0 0
"11-Oct-2013 00:00:00" 272.67 0.54 0 270.06 0.65 6.81 307.4 0 0
"12-Oct-2013 00:00:00" 272.53 0.61 0 268.94 0.72 3.43 305.36 0 2.31481481481481e-09
"13-Oct-2013 00:00:00" 274.92 0.81 0 273.42 0.83 5.8 319.4 1.15740740740741e-09 0
"14-Oct-2013 00:00:00" 276.28 0.6 0 275.17 0.54 4.73 323.54 0 0
"15-Oct-2013 00:00:00" 276.92 0.68 0 276.4 0.63 3.22 324.18 0 0
"16-Oct-2013 00:00:00" 274.54 0.82 0 273.47 0.8 1.6 316.25 0 0
"17-Oct-2013 00:00:00" 274.27 0.94 0 272.61 0.96 1.18 317.08 0 0
"18-Oct-2013 00:00:00" 274.47 0.89 0 272.55 0.95 1.29 317.02 1.73611111111111e-08 0
"19-Oct-2013 00:00:00" 273.95 0.71 0 270.6 0.78 3.65 311.53 0 0
"20-Oct-2013 00:00:00" 272.97 0.69 0 267.62 0.79 3.18 303.62 0 0
"21-Oct-2013 00:00:00" 272.05 0.77 0 267.62 0.86 2.74 304.14 0 4.62962962962963e-09
"22-Oct-2013 00:00:00" 271.49 0.8 0 269.59 0.88 3.43 301.96 0 2.31481481481481e-09
"23-Oct-2013 00:00:00" 267.79 0.62 0 265.38 0.68 5.46 286.1 0 1.15740740740741e-09
"24-Oct-2013 00:00:00" 267.58 0.59 0 264.75 0.7 4.39 283.84 0 0
"25-Oct-2013 00:00:00" 269.12 0.58 0 265.65 0.72 5.73 292.43 0 0
"26-Oct-2013 00:00:00" 269.32 0.69 0 267.07 0.81 2.63 295.74 0 0
"27-Oct-2013 00:00:00" 270.27 0.78 0 267.53 0.86 2.85 294.61 0 4.39814814814815e-08
"28-Oct-2013 00:00:00" 270.43 0.76 0 266.55 0.86 4.09 288.93 0 7.17592592592593e-08
"29-Oct-2013 00:00:00" 269.73 0.66 0 264.64 0.79 5.61 282.49 0 1.85185185185185e-08
"30-Oct-2013 00:00:00" 269.73 0.48 0 263.52 0.66 7.92 280.61 0 0
"31-Oct-2013 00:00:00" 269.37 0.59 0 263.43 0.76 3.46 283.56 0 0
"01-Nov-2013 00:00:00" 269.57 0.77 0 266.66 0.87 2.79 292.16 0 5.78703703703704e-09
"02-Nov-2013 00:00:00" 268.53 0.74 0 264.94 0.84 3.5 279.48 0 0
"03-Nov-2013 00:00:00" 265.98 0.58 0 259.33 0.76 6.98 266.48 0 0
"04-Nov-2013 00:00:00" 266.21 0.5 0 260.6 0.67 7.94 269.73 0 0
"05-Nov-2013 00:00:00" 266.31 0.53 0 260.84 0.69 6.41 270.7 0 1.15740740740741e-09
"06-Nov-2013 00:00:00" 265.74 0.52 0 259.59 0.71 6.17 267.61 0 1.50462962962963e-08
"07-Nov-2013 00:00:00" 264.5 0.67 0 259.08 0.76 5.15 259.79 0 1.15740740740741e-08
"08-Nov-2013 00:00:00" 265.27 0.68 0 260.39 0.82 3.29 268.68 0 0
"09-Nov-2013 00:00:00" 265.8 0.54 0 258.58 0.7 4.91 260.78 0 0
"10-Nov-2013 00:00:00" 265.68 0.53 0 258.79 0.69 6.03 263.17 0 0
"11-Nov-2013 00:00:00" 265.5 0.68 0 261.52 0.76 8.33 269.49 0 1.85185185185185e-08
"12-Nov-2013 00:00:00" 266.85 0.83 0 264.51 0.86 7.84 280.61 0 3.7037037037037e-08
"13-Nov-2013 00:00:00" 267.95 0.74 0 265.45 0.83 7.27 282.75 0 2.43055555555556e-08
"14-Nov-2013 00:00:00" 268.71 0.6 0 266.39 0.71 7.66 281.48 0 1.15740740740741e-09
"15-Nov-2013 00:00:00" 268.11 0.65 0 264.73 0.76 5.4 276.85 0 2.08333333333333e-08
"16-Nov-2013 00:00:00" 268.74 0.73 0 265.69 0.8 5.69 282.57 0 1.96759259259259e-08
"17-Nov-2013 00:00:00" 270.3 0.75 0 268.27 0.83 8.06 294.33 0 1.15740740740741e-08
"18-Nov-2013 00:00:00" 268 0.8 0 266.17 0.82 7.54 286.96 0 4.86111111111111e-08
"19-Nov-2013 00:00:00" 269.31 0.71 0 267.62 0.76 7.13 290.57 0 6.13425925925926e-08
"20-Nov-2013 00:00:00" 270.89 0.87 0 269.16 0.96 7.02 302.15 0 4.28240740740741e-08
"21-Nov-2013 00:00:00" 264.35 0.57 0 261.79 0.69 5.77 268.85 0 3.47222222222222e-09
"22-Nov-2013 00:00:00" 268.27 0.74 0 265.44 0.81 6.63 285.43 0 2.31481481481481e-08
"23-Nov-2013 00:00:00" 269.05 0.6 0 265.85 0.74 5.69 283.11 0 1.15740740740741e-09
"24-Nov-2013 00:00:00" 269.53 0.36 0 265.38 0.56 6.21 275.91 0 0
"25-Nov-2013 00:00:00" 274.35 0.66 0 272.81 0.69 4.56 303.15 2.31481481481481e-09 0
"26-Nov-2013 00:00:00" 268.53 0.79 0 266.22 0.83 4.52 286.62 0 5.78703703703704e-09
"27-Nov-2013 00:00:00" 265.32 0.65 0 262.58 0.77 5.62 272.64 0 6.94444444444444e-09
"28-Nov-2013 00:00:00" 266.09 0.68 0 263.91 0.78 5.37 273.73 0 2.77777777777778e-08
"29-Nov-2013 00:00:00" 266.35 0.57 0 263.53 0.67 7.27 275.73 0 1.15740740740741e-08
"30-Nov-2013 00:00:00" 267.1 0.64 0 264.48 0.74 6.38 277.14 0 0
"01-Dec-2013 00:00:00" 266.82 0.63 0 263.56 0.74 6.03 275.29 0 1.27314814814815e-08
"02-Dec-2013 00:00:00" 265.35 0.48 0 260.66 0.63 5.76 259.97 0 0
"03-Dec-2013 00:00:00" 264.15 0.6 0 256.96 0.72 4.18 259.12 0 0
"04-Dec-2013 00:00:00" 263.03 0.76 0 259.14 0.8 5.24 260.64 0 0
"05-Dec-2013 00:00:00" 263.33 0.7 0 259.63 0.73 6.06 260.64 0 0
"06-Dec-2013 00:00:00" 262.16 0.62 0 256.07 0.73 3.24 260.64 0 0
"07-Dec-2013 00:00:00" 263.69 0.46 0 257.72 0.61 5.71 254.88 0 0
"08-Dec-2013 00:00:00" 266.29 0.49 0 260.95 0.64 8.78 267.5 0 0
"09-Dec-2013 00:00:00" 264.5 0.59 0 262.1 0.7 9.77 265.97 0 1.27314814814815e-08
"10-Dec-2013 00:00:00" 264.23 0.71 0 261.42 0.77 5.52 267.59 0 2.77777777777778e-08
"11-Dec-2013 00:00:00" 263 0.6 0 258.14 0.71 7.92 259.7 0 2.31481481481481e-09
"12-Dec-2013 00:00:00" 268.99 0.44 0 265.43 0.52 6.32 273.25 0 0
"13-Dec-2013 00:00:00" 274.45 0.49 0 273.11 0.5 10.35 301.87 0 0
"14-Dec-2013 00:00:00" 272.17 0.64 0 270.45 0.64 4.55 296.08 0 4.62962962962963e-09
"15-Dec-2013 00:00:00" 268.45 0.89 0 266.58 0.89 4.5 289.73 0 1.41203703703704e-07
"16-Dec-2013 00:00:00" 265.02 0.68 0 263.43 0.72 8.2 271.4 0 8.10185185185185e-09
"17-Dec-2013 00:00:00" 263.58 0.58 0 260.93 0.7 7.81 264.68 0 3.47222222222222e-09
"18-Dec-2013 00:00:00" 262.64 0.59 0 258.64 0.73 5.28 259.89 0 1.15740740740741e-09
"19-Dec-2013 00:00:00" 262.05 0.6 0 257.7 0.72 7.22 256.43 0 4.62962962962963e-09
"20-Dec-2013 00:00:00" 261.68 0.72 0 258.87 0.79 6.68 259.72 0 2.31481481481481e-08
"21-Dec-2013 00:00:00" 261.97 0.63 0 259.01 0.72 5.9 259.34 0 6.94444444444444e-09
"22-Dec-2013 00:00:00" 262.4 0.58 0 256.93 0.72 5.2 255.61 0 0
"23-Dec-2013 00:00:00" 263.89 0.53 0 257.36 0.67 5.48 253.62 0 0
"24-Dec-2013 00:00:00" 265.55 0.67 0 260.62 0.77 4.76 269.05 0 0
"25-Dec-2013 00:00:00" 263.76 0.73 0 261.33 0.79 4.99 267.22 0 0
"26-Dec-2013 00:00:00" 263.87 0.78 0 261.71 0.84 5.73 269.52 0 2.43055555555556e-08
"27-Dec-2013 00:00:00" 262.4 0.69 0 259.53 0.79 4.32 258.73 0 4.05092592592593e-08
"28-Dec-2013 00:00:00" 262.48 0.49 0 257.46 0.62 5.88 247.19 0 0
"29-Dec-2013 00:00:00" 266.14 0.5 0 261.5 0.59 5.69 260.13 0 0
"30-Dec-2013 00:00:00" 266.96 0.51 0 260.28 0.64 6.09 265.65 0 0
"31-Dec-2013 00:00:00" 268.73 0.61 0 266.03 0.65 5.69 281.37 0 0
"01-Jan-2014 00:00:00" 270.37 0.54 0 267.37 0.58 5.56 280.33 0 0
"02-Jan-2014 00:00:00" 268.08 0.63 0 261.92 0.68 3.94 268.12 0 0
"03-Jan-2014 00:00:00" 265.29 0.67 0 257.72 0.77 3.52 261.1 0 0
"04-Jan-2014 00:00:00" 264.43 0.62 0 256.47 0.63 5.04 256.63 0 0
"05-Jan-2014 00:00:00" 263.85 0.45 0 257.32 0.57 7.59 256.71 0 0
"06-Jan-2014 00:00:00" 261.91 0.68 0 258.67 0.75 6.48 259.19 0 5.78703703703704e-09
"07-Jan-2014 00:00:00" 264.83 0.56 0 262.28 0.62 5.87 264.91 0 0
"08-Jan-2014 00:00:00" 274.28 0.72 0 273.07 0.75 12.43 310.84 1.38888888888889e-08 0
"09-Jan-2014 00:00:00" 271.53 0.68 0 269.86 0.74 5.46 297.03 0 1.15740740740741e-09
"10-Jan-2014 00:00:00" 267.95 0.62 0 265.79 0.69 5.82 276.27 0 0
"11-Jan-2014 00:00:00" 266.55 0.61 0 262.44 0.73 4.91 272.94 0 8.10185185185185e-09
"12-Jan-2014 00:00:00" 265.01 0.7 0 261.33 0.79 4.9 266.36 0 2.31481481481481e-09
"13-Jan-2014 00:00:00" 265.12 0.47 0 261 0.62 5.48 254.81 0 0
"14-Jan-2014 00:00:00" 271.57 0.52 0 269.81 0.5 6.18 285.67 0 0
"15-Jan-2014 00:00:00" 269.71 0.63 0 267.66 0.64 6.35 285.94 0 5.78703703703704e-09
"16-Jan-2014 00:00:00" 270.61 0.82 0 268.96 0.83 4.29 296.16 0 9.25925925925926e-09
"17-Jan-2014 00:00:00" 268.5 0.83 0 265.95 0.9 3.87 287.07 0 1.27314814814815e-08
"18-Jan-2014 00:00:00" 263.7 0.68 0 261.29 0.78 4.68 265.87 0 2.43055555555556e-08
"19-Jan-2014 00:00:00" 263.39 0.44 0 258.08 0.59 6.7 252.91 0 0
"20-Jan-2014 00:00:00" 266.75 0.75 0 264.83 0.83 2.52 273.6 0 0
"21-Jan-2014 00:00:00" 266.35 0.64 0 262.73 0.75 5.18 268.28 0 0
"22-Jan-2014 00:00:00" 271.85 0.55 0 269.69 0.56 4.32 285.75 0 0
"23-Jan-2014 00:00:00" 268.97 0.84 0 266.81 0.88 2.65 288.55 0 1.04166666666667e-08
"24-Jan-2014 00:00:00" 265.67 0.77 0 262.81 0.88 2.51 275.86 0 4.62962962962963e-09
"25-Jan-2014 00:00:00" 265.25 0.76 0 263.66 0.78 6.71 275.28 0 1.50462962962963e-08
"26-Jan-2014 00:00:00" 264.61 0.75 0 262.5 0.86 4.54 272.6 0 1.15740740740741e-09
"27-Jan-2014 00:00:00" 264.83 0.57 0 260.43 0.67 4.41 254.42 0 0
"28-Jan-2014 00:00:00" 270.11 0.63 0 267.35 0.66 4.85 282.75 0 0
"29-Jan-2014 00:00:00" 274.82 0.53 0 273.95 0.54 12.44 306.88 0 0
"30-Jan-2014 00:00:00" 273.34 0.47 0 272.2 0.48 9.73 299.99 0 0
"31-Jan-2014 00:00:00" 266.47 0.59 0 263.04 0.68 5.03 271.38 0 1.15740740740741e-09
"01-Feb-2014 00:00:00" 268.14 0.46 0 266.32 0.5 6.44 276.37 0 0
"02-Feb-2014 00:00:00" 271.48 0.57 0 270.71 0.49 6.46 292.85 0 0
"03-Feb-2014 00:00:00" 267.83 0.59 0 264.51 0.67 3.34 277.91 0 0
"04-Feb-2014 00:00:00" 265.93 0.75 0 264.08 0.82 3.47 279.55 0 4.62962962962963e-09
"05-Feb-2014 00:00:00" 263.64 0.64 0 260.26 0.75 3.59 264.01 0 0
"06-Feb-2014 00:00:00" 267.62 0.47 0 265.69 0.55 5.12 268.86 0 0
"07-Feb-2014 00:00:00" 272.97 0.5 0 272.9 0.43 8.59 300.64 0 0
"08-Feb-2014 00:00:00" 271.53 0.5 0 270.36 0.47 6.68 293.69 0 0
"09-Feb-2014 00:00:00" 265.78 0.62 0 262.74 0.69 3.11 270.8 0 0
"10-Feb-2014 00:00:00" 265.05 0.65 0 263.15 0.72 2.88 274.85 0 0
"11-Feb-2014 00:00:00" 263.64 0.71 0 261.77 0.77 2.77 269.12 0 3.47222222222222e-09
"12-Feb-2014 00:00:00" 261.15 0.69 0 259.11 0.74 4.49 258.13 0 1.27314814814815e-08
"13-Feb-2014 00:00:00" 260.57 0.61 0 258.1 0.72 3.58 253.82 0 0
"14-Feb-2014 00:00:00" 259.85 0.51 0 255.24 0.59 4.44 239.41 0 0
"15-Feb-2014 00:00:00" 263.43 0.68 0 262.11 0.74 3.5 265.5 0 1.15740740740741e-09
"16-Feb-2014 00:00:00" 256.47 0.68 0 254.14 0.81 4.51 239.43 0 4.62962962962963e-09
"17-Feb-2014 00:00:00" 256.61 0.47 0 251.87 0.65 7.03 231.11 0 0
"18-Feb-2014 00:00:00" 260.35 0.5 0 256.92 0.58 4.52 246.38 0 0
"19-Feb-2014 00:00:00" 263.78 0.72 0 262.51 0.8 2.68 265.23 0 1.15740740740741e-09
"20-Feb-2014 00:00:00" 261.35 0.76 0 259.33 0.85 2.3 260.45 0 3.47222222222222e-09
"21-Feb-2014 00:00:00" 257.91 0.66 0 255.96 0.79 6.49 236.29 0 0
"22-Feb-2014 00:00:00" 257.57 0.7 0 255.04 0.77 5.89 246.14 0 1.27314814814815e-08
"23-Feb-2014 00:00:00" 254.66 0.63 0 251.43 0.75 3.61 226.79 0 0
"24-Feb-2014 00:00:00" 252.63 0.61 0 249.17 0.74 3.27 218.85 0 0
"25-Feb-2014 00:00:00" 255.65 0.43 0 253.29 0.48 2.87 223.94 0 0
"26-Feb-2014 00:00:00" 267.88 0.45 0 267.57 0.48 8.15 275.2 0 0
"27-Feb-2014 00:00:00" 273.61 0.5 0 273.95 0.42 7.47 306.62 0 1.15740740740741e-09
"28-Feb-2014 00:00:00" 273.52 0.54 0 273.94 0.46 7.61 308.81 0 0
"01-Mar-2014 00:00:00" 267.23 0.79 0 266.6 0.75 3.22 285.63 0 2.31481481481481e-09
"02-Mar-2014 00:00:00" 261.91 0.77 0 259.8 0.9 2.83 266.09 0 0
"03-Mar-2014 00:00:00" 262.63 0.69 0 260.53 0.76 3.64 263.24 0 0
"04-Mar-2014 00:00:00" 269.71 0.45 0 269.67 0.41 4.65 284.04 0 0
"05-Mar-2014 00:00:00" 267.55 0.7 0 266.15 0.68 3.13 285.15 0 2.31481481481481e-09
"06-Mar-2014 00:00:00" 264.47 0.83 0 262.84 0.9 1.43 276.31 0 1.50462962962963e-08
"07-Mar-2014 00:00:00" 260.99 0.81 0 258.96 0.88 3.24 253.74 0 4.62962962962963e-09
"08-Mar-2014 00:00:00" 259.77 0.58 0 255.62 0.74 6.32 240.75 0 3.47222222222222e-09
"09-Mar-2014 00:00:00" 259.82 0.69 0 256.89 0.8 3.33 249.09 0 9.25925925925926e-09
"10-Mar-2014 00:00:00" 259.65 0.62 0 255.82 0.76 3.83 246.53 0 2.31481481481481e-09
"11-Mar-2014 00:00:00" 260.02 0.54 0 256.61 0.64 4.39 247.08 0 1.15740740740741e-09
"12-Mar-2014 00:00:00" 259.55 0.62 0 257.84 0.68 4.26 248.87 0 1.04166666666667e-08
"13-Mar-2014 00:00:00" 259.65 0.53 0 257.81 0.57 4.59 242.55 0 0
"14-Mar-2014 00:00:00" 260.16 0.48 0 257.55 0.46 3.42 239.34 0 0
"15-Mar-2014 00:00:00" 260.42 0.57 0 257.96 0.68 6.53 249.74 0 2.31481481481481e-09
"16-Mar-2014 00:00:00" 258.33 0.68 0 256.45 0.78 3.8 250.76 0 0
"17-Mar-2014 00:00:00" 258.66 0.5 0 253.65 0.66 4.91 240.76 0 0
"18-Mar-2014 00:00:00" 260.21 0.63 0 256.35 0.69 4.06 252.6 0 1.15740740740741e-09
"19-Mar-2014 00:00:00" 260.21 0.63 0 255.46 0.75 4.14 249.7 0 0
"20-Mar-2014 00:00:00" 256.28 0.7 0 253.33 0.73 4.01 235.81 0 1.38888888888889e-08
"21-Mar-2014 00:00:00" 252.31 0.67 0 246.99 0.67 4.45 215.55 0 3.24074074074074e-08
"22-Mar-2014 00:00:00" 252.7 0.4 0 247.34 0.6 6.87 219.83 0 0
"23-Mar-2014 00:00:00" 252.94 0.39 0 247.46 0.57 6.26 221.23 0 0
"24-Mar-2014 00:00:00" 253.65 0.57 0 247.82 0.72 4.02 223.37 0 0
"25-Mar-2014 00:00:00" 254.01 0.58 0 250.78 0.72 3.14 227.65 0 0
"26-Mar-2014 00:00:00" 256.14 0.49 0 252.6 0.59 5.82 233.84 0 0
"27-Mar-2014 00:00:00" 258.87 0.58 0 257.08 0.65 5.36 246.02 0 0
"28-Mar-2014 00:00:00" 264 0.5 0 263.04 0.53 4.01 269.73 0 0
"29-Mar-2014 00:00:00" 268.22 0.74 0 269.26 0.76 1.83 288.36 0 0
"30-Mar-2014 00:00:00" 269.66 0.76 0 271.08 0.75 3.73 301 0 0
"31-Mar-2014 00:00:00" 265.38 0.72 0 262.76 0.81 4.06 280.14 0 0
"01-Apr-2014 00:00:00" 265.78 0.74 0 263.97 0.83 1.6 281.84 0 9.25925925925926e-09
"02-Apr-2014 00:00:00" 263.28 0.69 0 260.53 0.8 4.44 268.95 0 0
"03-Apr-2014 00:00:00" 263.22 0.59 0 260.01 0.7 2.71 269.65 0 0
"04-Apr-2014 00:00:00" 262.32 0.7 0 260.31 0.79 4.19 258.34 0 5.78703703703704e-09
"05-Apr-2014 00:00:00" 257.82 0.53 0 255.13 0.73 9.13 242.96 0 0
"06-Apr-2014 00:00:00" 257.14 0.54 0 253.94 0.69 7.34 245.9 0 0
"07-Apr-2014 00:00:00" 257.42 0.64 0 253.97 0.76 3.23 248.09 0 1.15740740740741e-09
"08-Apr-2014 00:00:00" 258.08 0.7 0 255.69 0.79 3.61 248.07 0 4.62962962962963e-09
"09-Apr-2014 00:00:00" 259.27 0.53 0 257.01 0.6 3.25 247.22 0 0
"10-Apr-2014 00:00:00" 270.72 0.54 0 270.58 0.53 5.83 293.97 0 5.78703703703704e-09
"11-Apr-2014 00:00:00" 271.83 0.74 0 270.9 0.74 5.35 307.26 0 8.10185185185185e-09
"12-Apr-2014 00:00:00" 269.54 0.68 0 267.23 0.77 3.23 296.02 0 0
"13-Apr-2014 00:00:00" 265.89 0.64 0 263.41 0.76 4.77 277.91 0 2.31481481481481e-09
"14-Apr-2014 00:00:00" 266.28 0.47 0 261.64 0.65 6.07 281.49 0 0
"15-Apr-2014 00:00:00" 264.87 0.65 0 261.61 0.77 5.34 281.95 0 5.78703703703704e-09
