Datetime Air_Temperature_Tele Relative_humidity_Tele Precipitation_Tele Air_Temperature_Blasedal Relative_humidity_Blasedal WindSpeed_Blasedal Shortwaveradiation_Osterlien Prec_lqd Prec_sld
"09-Jul-2019 00:00:00" 285.14 0.55 0 286.09 0.5 2.29 389.48 0 0
"10-Jul-2019 00:00:00" 279.52 0.9 0 279.62 0.93 1.99 356.68 0 0
"11-Jul-2019 00:00:00" 279.11 0.87 0 279.34 0.9 2.1 360.69 0 0
"12-Jul-2019 00:00:00" 279.45 0.86 0 281.83 0.79 3.07 365.33 0 0
"13-Jul-2019 00:00:00" 281.82 0.73 0 282.88 0.74 4.65 366.18 0 0
"14-Jul-2019 00:00:00" 283.71 0.63 0 284.1 0.66 2.86 382.01 0 0
"15-Jul-2019 00:00:00" 283.35 0.56 0 284.92 0.51 3.79 383.81 0 0
"16-Jul-2019 00:00:00" 283.91 0.65 0 285.21 0.58 3.25 387.05 0 0
"17-Jul-2019 00:00:00" 281.33 0.81 0 281.56 0.85 2.18 356.3 5.20833333333333e-08 0
"18-Jul-2019 00:00:00" 282.13 0.82 0 282.69 0.83 3.81 360.22 4.39814814814815e-07 0
"19-Jul-2019 00:00:00" 280.88 0.93 0 280.97 0.96 2.27 360.28 2.52314814814815e-07 0
"20-Jul-2019 00:00:00" 282.93 0.85 0 285.33 0.81 2.15 378.82 0 0
"21-Jul-2019 00:00:00" 282.29 0.86 0 283.65 0.83 2.87 378.74 0 0
"22-Jul-2019 00:00:00" 281.66 0.84 0 282.61 0.86 1.76 376.83 0 0
"23-Jul-2019 00:00:00" 284.54 0.72 0 286.25 0.68 2.44 385.23 0 0
"24-Jul-2019 00:00:00" 280.33 0.87 0 280.35 0.91 2.35 360 0 0
"25-Jul-2019 00:00:00" 282.89 0.72 0 282.84 0.73 2.51 376.04 0 0
"26-Jul-2019 00:00:00" 280.65 0.85 0 280.8 0.89 2.28 361.48 0 0
"27-Jul-2019 00:00:00" 282.8 0.75 0 282.87 0.78 2.35 372.33 0 0
"28-Jul-2019 00:00:00" 284.61 0.6 0 285.1 0.57 2.82 377.49 0 0
"29-Jul-2019 00:00:00" 286.78 0.49 0 288.36 0.4 6.43 391.25 0 0
"30-Jul-2019 00:00:00" 286.19 0.53 0 287.53 0.45 3.66 393.82 0 0
"31-Jul-2019 00:00:00" 287.14 0.56 0 289.45 0.45 5.41 398.1 0 0
"01-Aug-2019 00:00:00" 286.59 0.55 0 287.3 0.51 3.55 395.29 0 0
"02-Aug-2019 00:00:00" 282.35 0.77 0 282.54 0.78 2.35 373.49 0 0
"03-Aug-2019 00:00:00" 280.7 0.94 0 281.19 0.92 1.99 363.79 0 0
"04-Aug-2019 00:00:00" 281.45 0.88 0 281.77 0.88 1.88 369.27 0 0
"05-Aug-2019 00:00:00" 281.14 0.89 0 280.74 0.94 1.77 366.14 0 0
"06-Aug-2019 00:00:00" 280.39 0.93 0 280.37 0.96 2.52 365.72 0 0
"07-Aug-2019 00:00:00" 280.73 0.81 0 280.06 0.92 2.83 355.8 0 0
"08-Aug-2019 00:00:00" 281.77 0.82 0 281.1 0.91 3.37 369.75 0 0
"09-Aug-2019 00:00:00" 281.6 0.85 0 281.85 0.85 2.62 367.1 0 0
"10-Aug-2019 00:00:00" 283.55 0.6 0 282.9 0.62 2.7 373.47 0 0
"11-Aug-2019 00:00:00" 284.3 0.48 0 284.56 0.48 4.46 373.68 0 0
"12-Aug-2019 00:00:00" 284.4 0.46 0 285.06 0.4 6.13 375.63 0 0
"13-Aug-2019 00:00:00" 285.16 0.45 0 285.07 0.42 4.78 378.49 0 0
"14-Aug-2019 00:00:00" 283.17 0.55 0 282.38 0.59 3.39 367.5 0 0
"15-Aug-2019 00:00:00" 281.57 0.7 0 280.61 0.78 2.94 360.24 0 0
"16-Aug-2019 00:00:00" 280.32 0.8 0 279.92 0.88 4.14 351.75 1.97916666666667e-07 0
"17-Aug-2019 00:00:00" 282.9 0.68 0 282.79 0.69 3.98 365.77 1.62037037037037e-08 0
"18-Aug-2019 00:00:00" 282.25 0.71 0 281.7 0.71 2.69 362.93 0 0
"19-Aug-2019 00:00:00" 281.14 0.77 0 280.63 0.81 3.38 356.42 0 0
"20-Aug-2019 00:00:00" 280.79 0.8 0 279.92 0.88 2.45 356.59 0 0
"21-Aug-2019 00:00:00" 281.33 0.81 0 281.18 0.87 2.14 359.01 0 0
"22-Aug-2019 00:00:00" 280.77 0.81 0 280.08 0.88 2.84 357.11 0 0
"23-Aug-2019 00:00:00" 281.06 0.77 0 280.12 0.86 2.18 360.6 0 0
"24-Aug-2019 00:00:00" 280.26 0.58 0 279.16 0.66 3.81 352.54 0 0
"25-Aug-2019 00:00:00" 280.13 0.53 0 278.88 0.61 3.79 349.49 0 0
"26-Aug-2019 00:00:00" 279.85 0.68 0 278.6 0.77 2.77 352.05 0 0
"27-Aug-2019 00:00:00" 279.65 0.65 0 277.8 0.79 2.45 350.85 0 0
"28-Aug-2019 00:00:00" 280.42 0.69 0 279.16 0.81 2.77 352.12 0 0
"29-Aug-2019 00:00:00" 280.09 0.66 0 279.03 0.72 4.04 348.87 0 0
"30-Aug-2019 00:00:00" 281.98 0.49 0 282.43 0.39 9.16 359.7 0 0
"31-Aug-2019 00:00:00" 280.74 0.51 0 280.54 0.48 5.33 351.72 0 0
"01-Sep-2019 00:00:00" 280.15 0.51 0 280.11 0.48 4.43 350.63 0 0
"02-Sep-2019 00:00:00" 280.64 0.63 0 280.77 0.62 3.63 352.44 0 0
"03-Sep-2019 00:00:00" 280.83 0.67 0 280.97 0.68 3.57 350.99 0 0
"04-Sep-2019 00:00:00" 280.18 0.71 0 279.83 0.79 2.79 349.14 4.62962962962963e-08 0
"05-Sep-2019 00:00:00" 279.32 0.73 0 278.75 0.8 2.96 346.01 0 0
"06-Sep-2019 00:00:00" 280.38 0.65 0 279.61 0.69 2.99 346.01 0 0
"07-Sep-2019 00:00:00" 278.75 0.77 0 278.06 0.85 2.83 346.01 2.08333333333333e-08 0
"08-Sep-2019 00:00:00" 278.8 0.72 0 277.86 0.83 2.69 346.01 0 0
"09-Sep-2019 00:00:00" 278.41 0.7 0 277.96 0.76 2.18 343.05 0 0
"10-Sep-2019 00:00:00" 276.92 0.78 0 275.98 0.87 3.51 330.99 2.77777777777778e-08 0
"11-Sep-2019 00:00:00" 275.86 0.82 0 275.02 0.91 4.34 327.75 3.93518518518519e-08 0
"12-Sep-2019 00:00:00" 276.19 0.76 0 274.91 0.89 1.94 328.75 3.125e-08 0
"13-Sep-2019 00:00:00" 276.9 0.69 0 275.29 0.84 2.24 331.71 0 0
"14-Sep-2019 00:00:00" 276.36 0.71 0 275.07 0.83 2.55 329.69 0 0
"15-Sep-2019 00:00:00" 276.67 0.78 0 276.36 0.79 2.95 330.01 1.15740740740741e-08 0
"16-Sep-2019 00:00:00" 276.7 0.77 0 276.43 0.84 2.48 335.18 0 0
